user_id	history	indices	values
36	"[ 894  506 2497  488  923 2649  485 1012 3028 2192 1320 1764 2992 1848
 2521  253  210  995  517 1024]"	"[ 104 1637  112  447  472  823 1863 1820 1634   35 1051 1462  139  991
 1207 1839  421  458 2025 1746 1559 1832 1420 1195  146 1143  313   61
  855 1178  749 1555]"	"[8.453334  8.104795  7.0810757 4.903013  4.743905  4.5259376 4.1413083
 3.9346414 3.7389514 3.329199  3.2619886 3.1984866 3.1702633 3.1647897
 3.0602932 2.997568  2.6515145 2.3776398 2.2948    2.141798  2.002601
 1.9471526 1.9222587 1.6380926 1.5406913 1.4959337 1.4186594 1.3878222
 1.3618407 1.3456309 1.2812033 1.1197027]"
59	"[2632 1022  694  764  920  724  862  928  432 1483  706  935  700  943
  704  709  750  956  746  955]"	"[ 823  955 1336  996 1637 1207  803  171  139 1634 1131 1832 1863 1766
  447 1119 1193  980  415 1895  905 1420 1143  177  664 1200   35  684
  542 1192 1138 1230]"	"[15.300168    6.408268    6.294915    5.0287557   4.7829337   4.550272
  4.257185    4.1388106   3.4375746   2.9058442   2.6361308   2.5893884
  2.5545268   2.499166    2.3866947   2.3856459   2.36401     2.3238728
  2.0302744   1.9907163   1.7224658   1.695291    1.6511804   1.6119189
  1.2793757   1.0900122   1.0838654   1.0760484   1.0002244   0.94914067
  0.88632226  0.83089006]"
59	"[1022  694  764  920  724  862  928  432 1483  706  935  700  943  704
  709  750  956  746  955 2377]"	"[ 823 1420 1595 1637 1832 1746 1634  980  704 1195  803  664  139  991
 1336 1173  415  406 1230  121  409 1766  242 1200  855  313  680  447
  905 1078 1166  177]"	"[12.284681   6.92557    6.540434   5.539443   4.600031   4.0121975
  3.7655177  3.5905116  3.4915037  3.4773526  3.258135   2.8261728
  2.7468426  2.6186903  2.563505   2.5040684  2.4231155  2.3062801
  2.056449   1.9118193  1.8377943  1.6229467  1.4113853  1.3826141
  1.3716214  1.2701263  1.1142671  1.0863501  0.9312558  0.9103347
  0.8262181  0.7927423]"
59	"[ 694  764  920  724  862  928  432 1483  706  935  700  943  704  709
  750  956  746  955 2377 1848]"	"[1637  122 1832 1634 1230  313  980 1143 1847 1166  406  139  188  664
  415 1802 1193  401 1420 2015 1173  146 1863  242  177 1200 1388  823
  680  447 1766 1119]"	"[8.296397   8.232748   7.971228   5.7785125  4.4475     4.133017
 4.0256715  3.9299145  3.8023813  3.4930155  3.328119   3.313677
 3.2533045  3.219083   3.1919515  3.0606582  2.4633992  2.3375356
 2.2055836  1.9522153  1.8057402  1.6652836  1.6538162  1.622535
 1.6138296  1.3762082  1.0846571  1.0368655  0.9922807  0.91813546
 0.88237244 0.8505552 ]"
59	"[ 764  920  724  862  928  432 1483  706  935  700  943  704  709  750
  956  746  955 2377 1848 2686]"	"[ 769 1820 1637 1832  139  980 2015 1634 1143  313 1119 1230 1166  542
  991  146  177 1445  823  401  406 1193  409 1420  447 1847 1863  421
 1846 1131 1173 1839]"	"[8.649069   7.3473973  7.24135    6.7564964  5.093912   4.919478
 4.0682125  4.009945   3.9793005  3.477401   3.4168742  3.280805
 2.9265776  2.8301482  2.6131566  2.4441001  2.421107   2.2625315
 2.1847024  2.128208   1.9887297  1.9659202  1.6925133  1.6177007
 1.4484718  1.4201286  1.2417123  1.0623972  1.0478117  1.0264118
 0.9419761  0.92548245]"
59	"[ 920  724  862  928  432 1483  706  935  700  943  704  709  750  956
  746  955 2377 1848 2686 1495]"	"[2015 1637  467 1634  139 1905 1832 1193  980 1230  401 1207 1051  415
  313  458 1420  550  406  242 1847 1200 1402 1119  599  146 1445   99
  905  680  138  421]"	"[12.006587    7.639732    7.6076236   5.008442    4.965744    4.517311
  3.492426    3.3649185   2.512627    2.4841895   2.462023    2.4207563
  2.2645564   2.111088    2.094814    2.093401    1.9596175   1.9576359
  1.8754311   1.7582324   1.7359247   1.4180992   1.3531439   1.2867546
  1.1169018   1.0746607   0.8543717   0.73521185  0.40540385  0.34378433
  0.304523    0.25326237]"
59	"[ 724  862  928  432 1483  706  935  700  943  704  709  750  956  746
  955 2377 1848 2686 1495 2114]"	"[2015  185 1637  139 1230 1388 1832  177  680  918 1207 1634 1849 1863
  242 1402 1567  171  905 1200  458  980  447  421  401 1131 1895  855
  467 1173 1820 1193]"	"[10.487065    7.8195133   7.4403334   5.306421    4.9692774   3.7387638
  3.7354205   3.5788214   3.5404527   3.4961004   3.2364902   2.9375594
  2.8481402   2.6139274   2.4854624   2.0040975   1.7786536   1.7222522
  1.7036364   1.6987958   1.6579504   1.5415384   1.3881477   1.3242705
  1.274156    1.2095523   1.04144     1.0276358   0.81045485  0.7805977
  0.6596833   0.59697366]"
59	"[ 862  928  432 1483  706  935  700  943  704  709  750  956  746  955
 2377 1848 2686 1495 2114 1875]"	"[2015 1634 1307 1637 1420 1207  171  406  980 1402  823 1230  139   35
  401 1592 1863 1200 1445 1195  121 1832 1388  242  415  177 1895  905
  447  664 1846 1173]"	"[10.677795    7.1729193   7.099883    6.3742642   5.758257    3.8585706
  3.7518694   3.723233    3.4386299   2.7507393   2.6671653   2.6042912
  2.5664527   2.3119476   2.137503    2.068283    2.0072749   1.9799653
  1.8183258   1.7471617   1.7158161   1.6692233   1.6163316   1.437839
  1.4071786   1.3632275   1.1689925   1.1376483   1.0989772   1.090769
  1.0436555   0.67600316]"
59	"[ 928  432 1483  706  935  700  943  704  709  750  956  746  955 2377
 1848 2686 1495 2114 1875 2102]"	"[2015 1207  918 1895 1082 1637  406  139  980  415 1200 1051  171 1402
   35 1143  626  172 1193 1863 1131 1915 1230 1832 1780 1978 1307  991
  704  421 1846 1088]"	"[12.053323    5.914952    5.327068    5.3189445   5.293015    5.1843243
  4.584672    3.9568474   3.8202353   3.19421     3.128262    2.4473176
  2.4365306   2.0816154   1.8710343   1.6725453   1.6623033   1.6404135
  1.5091525   1.3736622   1.2828345   1.2686039   1.2600174   1.0537379
  0.9870851   0.9774014   0.976737    0.8655417   0.85921854  0.76634145
  0.7583251   0.7428851 ]"
59	"[ 432 1483  706  935  700  943  704  709  750  956  746  955 2377 1848
 2686 1495 2114 1875 2102 1599]"	"[2015  171 1637  269  139 1207 1462 1193  406  980  404  242   99 1895
 1832 1230 1863  991 1567 1195  421 1402  447  458 1178 1445 1051  626
 1592  415  823  680]"	"[12.386771   8.916282   7.197697   4.5375066  4.455098   3.077581
  2.9931989  2.9156744  2.754119   2.6554372  2.5121508  2.4691105
  1.9951673  1.9893018  1.9348931  1.8384519  1.7247982  1.6471092
  1.5404959  1.5162404  1.4789361  1.4645317  1.4042804  1.3349609
  1.1730442  1.1289043  1.1076351  1.0876423  1.0777149  1.0227404
  0.9810742  0.9327879]"
59	"[1483  706  935  700  943  704  709  750  956  746  955 2377 1848 2686
 1495 2114 1875 2102 1599  907]"	"[2008  139 1637 2015 1634  406  823  415 1207 1193 1420  171 1849   35
 1200  980  550 1230 1402  121 1131 1863  177  313 1445 1832 1766  242
  447  905 1592  421]"	"[7.269386  7.2032866 6.9030795 6.8358226 6.609552  4.5251346 4.521857
 4.3661695 4.1402383 3.9326754 3.887269  3.1425612 2.7590299 2.7203753
 2.7149181 2.369027  2.2131994 2.0746207 2.044621  2.0076792 1.999386
 1.7010431 1.6226597 1.466212  1.4647856 1.4504975 1.3071963 1.2499872
 1.2178266 1.1557558 1.1289666 1.1132288]"
59	"[ 706  935  700  943  704  709  750  956  746  955 2377 1848 2686 1495
 2114 1875 2102 1599  907  726]"	"[1973 1637 1173 2015 1634  823  980 1207  447 1230  313 1119  406 1849
 1963  139 1193 1592 1166  852 1078  542  171 1863 1915 1402  626 1708
  415  196  242 1895]"	"[7.408062  7.0606403 7.0353913 6.9662538 5.897629  5.4175563 4.8328185
 4.262765  3.6439452 3.4273367 3.1800103 2.8747656 2.8391166 2.794862
 2.6790018 2.6699343 2.4739633 2.4065042 2.365774  2.3184218 2.3122773
 1.8893709 1.853939  1.7749856 1.5900757 1.3271958 1.2934223 1.275965
 1.2057358 1.1457843 1.088513  0.987405 ]"
59	"[ 935  700  943  704  709  750  956  746  955 2377 1848 2686 1495 2114
 1875 2102 1599  907  726  710]"	"[ 980 1207 1637  885 1634  177 1708   35 1119 1173 1230  401  421  823
 2015 1193 1420 1895  447  991 1445 1131 1832 1078 1863 1200 1402 1846
  905  242 1847  458]"	"[7.7973313  7.238038   6.9975424  6.4992824  6.1857777  5.536619
 4.5868993  4.5572596  4.342855   4.012136   3.8757837  3.5851328
 2.700443   2.5318992  2.4222732  2.131098   1.8056918  1.7778517
 1.6622852  1.6437119  1.6348228  1.5247666  1.3027272  1.2762843
 1.2377031  1.1627828  1.1346536  1.0384564  0.9859655  0.59762144
 0.5213001  0.4961572 ]"
59	"[ 700  943  704  709  750  956  746  955 2377 1848 2686 1495 2114 1875
 2102 1599  907  726  710 1596]"	"[1022  980 1637 1207 1445 1634 1849  401  823 1832  139  652  421 1230
  313 1863   35  826 2015 1895 1402 1143 1193  406  177  626 1173  447
  458 1461  680 1847]"	"[8.312266  7.5909047 7.505493  7.443682  4.900088  3.7986612 3.5164306
 3.4562597 3.3327382 3.0162828 2.8955686 2.706673  2.660186  2.55648
 2.4179556 2.4012234 2.3930836 2.2495098 2.0186985 1.9936084 1.8919171
 1.8775393 1.7217002 1.5065954 1.4378086 1.4228094 1.4043808 1.3694619
 1.2754766 1.1005068 1.0268402 0.9805097]"
59	"[ 943  704  709  750  956  746  955 2377 1848 2686 1495 2114 1875 2102
 1599  907  726  710 1596 2332]"	"[1637  670 1207 1634  139  980 2015  313 1839  542 1462 1567 1832  652
  458  421 1230  550 1051  401 1193 1915  415 1847 1766  406  447  121
  242 1895 1131 1192]"	"[8.699405   7.2204194  7.1672087  5.8443556  5.6792793  5.6689067
 4.834465   4.1600432  2.9156148  2.8272798  2.6042132  2.4724548
 2.4578202  2.4553018  2.3364737  2.2252738  1.9095994  1.8554091
 1.8431789  1.705103   1.5482069  1.547757   1.4312747  1.4130977
 1.3968498  1.3845534  1.3568144  1.2343671  0.91571426 0.82283914
 0.80972505 0.75543624]"
59	"[ 704  709  750  956  746  955 2377 1848 2686 1495 2114 1875 2102 1599
  907  726  710 1596 2332   17]"	"[1634 1207 1637  980 1673  401  823 1592  313  421  139 1766 2015  550
  406 1230 1895 1863 1802 1131   35  458  177 1847 1402  415  447 1832
 1462 1445 1119 1193]"	"[10.251855    8.133475    6.528207    5.817646    5.3861437   4.0689783
  3.8847382   3.8138187   3.263223    2.6969767   2.622946    2.3377526
  2.2497094   2.1331944   2.027112    1.8886892   1.8228686   1.7626653
  1.7622519   1.5691613   1.5155554   1.4704093   1.3887745   1.1439676
  1.0660001   1.065709    0.872994    0.8596766   0.8191728   0.7602545
  0.3272949   0.32386383]"
59	"[ 709  750  956  746  955 2377 1848 2686 1495 2114 1875 2102 1599  907
  726  710 1596 2332   17 1553]"	"[1634 1207 1637 1294  980  421  823   35  121  177  401  550  139 1230
 2015  447  242 1863 1445 1388 1462 1193  458 1143 1895  406 1567 1832
 1802 1131 1963  542]"	"[11.504613    7.976241    6.455359    5.8483286   4.114001    3.694241
  3.1955066   2.9505234   2.8339736   2.4964912   2.3108613   2.2327046
  2.2187605   2.1668224   2.1430678   2.132183    2.049636    2.0273042
  2.010382    1.9486698   1.9391365   1.909478    1.8631117   1.7167172
  1.6205325   1.5138806   1.49632     1.2111064   0.90130293  0.3301442
  0.28987777  0.25096062]"
59	"[ 750  956  746  955 2377 1848 2686 1495 2114 1875 2102 1599  907  726
  710 1596 2332   17 1553 2330]"	"[1207  980 1637 1634  118 1051 1143  415 2015   35 1847 1895  458   99
 1708 1193 1846  447   61 1605  401  421  139  823 1863 1078 1230 1746
 1402  991 1567 1420]"	"[8.503512   7.3967137  7.296652   7.1017804  6.211781   4.973021
 4.25426    4.2444916  3.418624   3.066707   3.059588   3.0283465
 2.7562926  2.1608486  2.113714   1.981987   1.6983228  1.6923776
 1.6671367  1.4238231  1.1102673  1.043433   1.0306371  0.73223746
 0.5890535  0.56729174 0.50133157 0.4519418  0.44361526 0.37661618
 0.3633648  0.3098042 ]"
59	"[ 956  746  955 2377 1848 2686 1495 2114 1875 2102 1599  907  726  710
 1596 2332   17 1553 2330  915]"	"[1207 1634 1637 1211 1143  980  406  401  458  415 1847 1051  421   61
  542 1567  139 2015 1832  550  177 1895 1863  905 1846  823 1420 1119
   35 1346 1445   99]"	"[10.266688    8.861915    6.958418    5.981405    4.7092175   4.1088576
  3.9638855   3.3968844   3.2261853   2.8786023   2.743097    2.7355826
  2.5947714   2.2235868   2.1286502   2.0169916   1.8365928   1.5425762
  1.1785994   0.929314    0.9138511   0.9022173   0.86727     0.73557234
  0.70200586  0.5780369   0.49393475  0.3753453   0.33902976  0.24850318
  0.23536426  0.17172718]"
59	"[ 746  955 2377 1848 2686 1495 2114 1875 2102 1599  907  726  710 1596
 2332   17 1553 2330  915  696]"	"[1634  980 1207 1637 1610 1847   35  421 1567 1200   99  401 1420  447
  415  177  458 1051 1605 1193  318  139 1402 1078 1802 1895 2015 1143
 1708  626  704 1559]"	"[8.729856   8.641482   7.357578   7.2023478  6.266279   4.0251355
 3.2740805  2.7141972  2.5493724  2.456312   2.434743   2.176667
 2.153346   1.9639323  1.9466575  1.739239   1.7306457  1.7162714
 1.5805879  1.4954898  1.4714525  1.4150099  1.2004704  1.190877
 1.1629126  1.1623318  1.1173002  0.9837434  0.97737765 0.9717164
 0.89664644 0.8402709 ]"
59	"[ 955 2377 1848 2686 1495 2114 1875 2102 1599  907  726  710 1596 2332
   17 1553 2330  915  696  331]"	"[1634 1207  980 1637  709  421  599  313 1847 1766  406  458  121 1605
  401 1230 1192  233 1895  415 1708  991 2015  652 1173  139  447 1802
 1193 1592 1462   99]"	"[8.907737   8.856069   8.71706    7.7593207  5.0007305  3.752252
 3.5887375  3.0531316  2.822568   2.5341074  2.202654   2.099109
 1.9845573  1.8823743  1.8490313  1.5771433  1.4882807  1.4335874
 1.4284525  1.1437464  1.1359441  1.0835882  1.0520401  0.9610749
 0.9501178  0.7577324  0.722219   0.6726886  0.61384827 0.56007284
 0.55397135 0.54797554]"
59	"[2377 1848 2686 1495 2114 1875 2102 1599  907  726  710 1596 2332   17
 1553 2330  915  696  331 2800]"	"[1637 1207  762   35  980 1847 1567 1119 1200 1420 1143  415  177  458
 1634 1708  139 2015 1766  447 1402 1346 1863 1445 1051 1610  905  401
 1895  823 1802  991]"	"[7.699918   7.485214   7.0832987  6.893742   6.391458   5.4551167
 4.8639927  3.6062932  3.4389322  3.3698368  3.2243776  3.205842
 3.08433    2.9973488  2.8414567  2.1973064  2.1827614  2.146403
 2.0788467  2.029167   1.5692389  1.4995505  1.489923   1.2003548
 1.1901002  1.1657999  1.1580274  1.0999286  1.0760146  1.034432
 1.0045378  0.87828314]"
59	"[1848 2686 1495 2114 1875 2102 1599  907  726  710 1596 2332   17 1553
 2330  915  696  331 2800 2804]"	"[ 980 1637 1304 1708 2015   35 1078  415 1634 1847 1296  242 1567  458
  421  447 1119 1915 1863 1207 1895 1230 1200 1193 1559 1846 1832 1051
 1839 1574 1766  401]"	"[9.885714  7.378757  6.0374737 5.494544  5.0839067 4.6746583 4.6142564
 4.4412675 4.302224  4.2085032 3.9204786 3.7246454 3.0270107 3.025396
 2.8755178 2.397075  2.2015948 2.1692789 2.1433158 1.9462553 1.9103417
 1.8393576 1.7653472 1.6153141 1.5381505 1.5185376 1.48085   1.352154
 1.3049829 1.2457805 1.218449  1.1902792]"
59	"[2686 1495 2114 1875 2102 1599  907  726  710 1596 2332   17 1553 2330
  915  696  331 2800 2804  695]"	"[ 980 1207 1884 1637 1634   35  447  401 1078  823 1119 1847 1567  458
 1420 2015 1200  313 1863  177  415 1708  242 1556 1193 1559 1445 1895
 1051 1610 1195  905]"	"[9.504212   7.3461847  7.053628   6.663883   6.201153   5.71777
 3.6116982  3.2626858  3.1544409  2.9178524  2.827579   2.7205462
 2.5763893  2.4513378  2.4458218  2.277704   2.0005913  1.8998444
 1.8264587  1.8169502  1.6496031  1.5795084  1.4397718  1.3884718
 1.3556393  1.135925   1.1079054  1.0193695  0.8263076  0.6095691
 0.56099325 0.53946424]"
59	"[1495 2114 1875 2102 1599  907  726  710 1596 2332   17 1553 2330  915
  696  331 2800 2804  695 1789]"	"[ 980   35 1637 1420 1141 1207  823  415 1708 1634 1143 1402 1846 1847
 1445 2015 1195  447 1193 1200 1119 1131 1567  905   93 1230  991 1863
 1765 1895  139 1766]"	"[10.135776    6.7458763   6.6551833   6.6028247   5.7214794   4.4646716
  3.9668987   3.6871536   3.5424778   3.330668    2.9655442   2.952385
  2.7848842   2.728968    2.7033515   2.4388762   2.3865356   1.9587723
  1.9317302   1.8772298   1.8104906   1.4053384   1.1918914   1.1823246
  1.0315509   1.0009478   0.9956881   0.9809818   0.90483546  0.8876239
  0.85246646  0.65047216]"
59	"[2114 1875 2102 1599  907  726  710 1596 2332   17 1553 2330  915  696
  331 2800 2804  695 1789 1011]"	"[1637  980 1708   17 1559 1207 1420 1230   35 1634  177   99 1846  313
 1567 1143 1193  421  171 1078  823 1445 1556  991 1820  458 1863 2015
 1192 1119  146 1849]"	"[9.185742   8.685508   7.66652    6.7559214  6.4843526  5.712815
 4.208258   3.4796467  3.4497383  3.00205    2.8349018  2.6421266
 2.5395133  2.42078    2.343185   2.298913   2.2843928  1.9693776
 1.8806151  1.7377924  1.5818558  1.3375586  0.98613244 0.9743309
 0.9680543  0.9487543  0.7950949  0.7747991  0.7527408  0.73793095
 0.7273466  0.54704994]"
59	"[1875 2102 1599  907  726  710 1596 2332   17 1553 2330  915  696  331
 2800 2804  695 1789 1011  734]"	"[ 980 1708 1013 1637 1207 1559 1634 1143   35  991  855  415 1895 1567
 1863 1119 1605 1193  447 1078 1230 1402 1420  401  421  823  177 1847
 1195 1802 2015  118]"	"[10.48571     6.37356     6.3566856   5.8418655   5.1022825   4.1402073
  3.6996484   3.5400963   3.410084    3.3376603   3.1655922   2.608206
  2.560974    2.455072    2.4373603   2.3831573   2.3505797   2.2190182
  2.1235955   2.0094419   1.9564589   1.8822094   1.8639075   1.7550131
  1.5701454   1.5404166   1.39259     1.3497996   1.3129836   1.2029073
  1.1708827   0.94750595]"
59	"[2102 1599  907  726  710 1596 2332   17 1553 2330  915  696  331 2800
 2804  695 1789 1011  734 2016]"	"[ 980 1637 1853 1119   35 1708 1559  991 1207 1895 1847 1013 1420  447
 1634 1863 1230 1193   99  401  458  421  823 1402  242 1078  415 1051
  626   93  855 1556]"	"[11.420822    6.1139574   5.95759     5.9187436   5.3999615   4.929868
  4.683953    4.6824913   4.5307026   4.2940383   3.270738    2.8637645
  2.7628632   2.5679758   2.5360236   2.313392    2.2047238   2.1159031
  1.9057795   1.6909071   1.675249    1.6690142   1.532883    1.4601489
  1.3439687   1.2637088   1.1191472   0.93649584  0.9201505   0.7330828
  0.7294203   0.6193208 ]"
59	"[1599  907  726  710 1596 2332   17 1553 2330  915  696  331 2800 2804
  695 1789 1011  734 2016  817]"	"[ 980 1637 1846 1559   35 1355 1119  177 1207 1708 1634 1847 1193  421
  458 1555 1420  447 1863 1200 1895  991  415 1051  139 1445 1832   99
  401 1346  599  905]"	"[11.013261    7.8531923   6.062622    5.742179    5.436332    4.9937105
  4.753294    4.2229276   4.1184688   4.0516653   3.932421    2.9127853
  2.3469899   2.0813808   1.9622887   1.7978815   1.7829429   1.722674
  1.6902599   1.3797768   1.3584721   1.3470217   1.0951222   1.0951058
  0.8126084   0.722722    0.7144104   0.63980037  0.5720165   0.5110493
  0.31887963  0.24142456]"
59	"[ 907  726  710 1596 2332   17 1553 2330  915  696  331 2800 2804  695
 1789 1011  734 2016  817 2426]"	"[ 980 1637  982   35 1207 1078 1708 1559 1420 1895  415  421 1605 1200
 1634  177 1193 1119  991 1592 1863   61 1846  664 1574  118 1051  626
   93 1195 2015 1096]"	"[12.465681    6.948465    5.708212    5.4469247   5.05196     5.006913
  4.3220577   3.8295286   3.1589508   2.912057    2.823773    2.358169
  2.3190866   2.1994715   2.168111    1.9892021   1.8742024   1.8347615
  1.6655205   1.6184053   1.3782475   1.1378092   0.95142686  0.94122386
  0.7948761   0.70379424  0.5376421   0.5358197   0.5321653   0.52678555
  0.52614343  0.47060013]"
59	"[ 726  710 1596 2332   17 1553 2330  915  696  331 2800 2804  695 1789
 1011  734 2016  817 2426  951]"	"[ 980 1637 1264   35 1847 1559 1193 1192 1708  991  664 1634  415 1207
 1555   99 1895 1051 1746  421  447  599  803 1119 1445 1420  177 1230
  233 1143 1078   93]"	"[10.2909155   7.687304    6.6952686   6.5861197   6.2858424   3.9823637
  3.695263    3.6854475   3.4707835   3.4170647   3.416535    3.3582017
  3.3489828   2.922453    2.606505    2.4487615   2.1005335   1.9818121
  1.8524833   1.6706936   1.665341    1.5855132   1.5778732   1.4775511
  1.3315767   1.2462552   1.0789694   1.037989    0.9847083   0.88094556
  0.81679463  0.6957462 ]"
